key,collection_date,Conductivity [p:1567],Dissolved oxygen [p:1565],Group 1 Taxa [f:2996],Ph [p:1566],Temperature [p:1564],latitude,longitude,owner_id,owner_first_name,owner_last_name,certified,certifier_id,certifier_first_name,certifier_last_name,dataset_id,dataset_name,dataset_key,station_id,station_name
7dd1e215bebc02d04261632093a2fe48,2008-07-01 00:00:00.000000,0.293,4.5,,7.84,15.9,41.21592168,-81.70232273,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_29,Hinckley_29
9020a8c5100992abc7812091f4437487,2008-07-02 00:00:00.000000,0.497,8.1,,7.94,19.1,41.21112717,-81.69545149,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_35,Hinckley_35
5740e9422472ba85779012e2f089a705,2008-07-02 00:00:00.000000,0.44,10.7,,8.02,17.7,41.21168,-81.69612,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_34,Hinckley_34
eb5d9a709b21553b42b41dc34dce9e9e,2008-07-02 00:00:00.000000,0.451,9.6,,7.81,17.1,41.21193,-81.69648,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_33,Hinckley_33
8812990ca7cafe3e7ec0ff70fa85cb40,2008-07-02 00:00:00.000000,0.738,5.6,,7.37,15.3,41.21413,-81.70183,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_32,Hinckley_32
5bc2a7c96929bf7f5b1a7ae9348ff37a,2008-07-07 00:00:00.000000,0.288,7.9,,7.83,19.6,41.21241,-81.69729,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_38,Hinckley_38
75b726f3a1207b6ad0a3d2d450886f06,2008-07-07 00:00:00.000000,0.391,5.5,,7.81,17.6,41.21282,-81.69937,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_36,Hinckley_36
d57dcf76b90187f2e78b8156d86de1a6,2008-07-08 00:00:00.000000,0.431,9.9,,7.98,18.6,41.21949,-81.70569,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_43,Hinckley_43
81f03904066d13d396cd0b0db465bc87,2008-07-08 00:00:00.000000,0.201,6.6,,7.7,18.1,41.21927,-81.70532,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_42,Hinckley_42
ef16aa92b374e25b1fdc9745b431c8d9,2008-07-10 00:00:00.000000,0.416,10.5,,8.07,18.4,41.22292,-81.70452,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_48,Hinckley_48
1edae5793236ec74b7d9d96c793d1c05,2008-07-10 00:00:00.000000,1.12,7.3,,8.26,19.1,41.22086,-81.70542,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_47,Hinckley_47
926538b1286b62a1fae6933aa6880940,2008-07-10 00:00:00.000000,1.033,3.3,,7.29,17.6,41.22421472,-81.70731244,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_44,Hinckley_44
f9f0e2abed69618b11bcd265c1df112d,2008-07-11 00:00:00.000000,150.9,7.1,,7.48,16.6,41.22448,-81.70262,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_50,Hinckley_50
523bd1b0c82731646b2a24a8ab085114,2008-07-11 00:00:00.000000,91.0,9.9,,7.66,17.6,41.2227,-81.70428,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_49,Hinckley_49
8385b9909d897c0c3554867897320825,2008-07-14 00:00:00.000000,177.6,5.9,,7.29,19.1,41.22522053,-81.70048364,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_52,Hinckley_52
79ac3e7064da3879b3eebb46d2349a1a,2008-07-14 00:00:00.000000,0.352,10.1,,7.53,13.7,41.22623,-81.70187,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_51,Hinckley_51
c1ec4bef057d2e9f378952b4824461a6,2008-07-15 00:00:00.000000,0.556,5.8,,7.67,20.5,41.224,-81.71418,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_57,Hinckley_57
da759a89d70534e8f39fb77263c2b0c8,2008-07-15 00:00:00.000000,0.386,5.3,,7.2,17.7,41.22348743,-81.71115907,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_56,Hinckley_56
900804a6bec7ad008b7e8e96829537e4,2008-07-15 00:00:00.000000,0.372,4.6,,7.59,19.1,41.223856,-81.71144057,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_55,Hinckley_55
2ebf9c8994a1923b472c32bd4f699ca6,2008-07-15 00:00:00.000000,0.945,9.8,,7.76,18.2,41.22679,-81.70332,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_54,Hinckley_54
ab3f653ce14d79f81c866777ff01a9e6,2008-07-15 00:00:00.000000,0.993,6.3,,7.5,17.7,41.22709,-81.70288,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_53,Hinckley_53
dfcef40b698c4f17bfa314acada9a854,2008-07-16 00:00:00.000000,0.733,5.6,,7.9,18.5,41.22330674,-81.71391639,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_60,Hinckley_60
bec20388948cd26422c2b18da830b31d,2008-07-16 00:00:00.000000,1.152,8.1,,7.66,20.9,41.31964,-81.81106,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Mill Stream Run_60,Mill Stream Run_60
317694af84ae2ea04b60c4359c75adb0,2008-07-16 00:00:00.000000,0.684,4.4,,7.73,18.5,41.22275466,-81.71328961,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_59,Hinckley_59
b85d4ed1b225d381c7c1ff6a85c26011,2008-07-16 00:00:00.000000,0.592,4.4,,7.9,17.8,41.22316564,-81.71297446,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_58,Hinckley_58
b9ff7a79a60e04f7a818c6e32ff61a1f,2008-07-16 00:00:00.000000,0.837,6.31,,7.71,20.6,41.32115,-81.81279,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Mill Stream Run_58,Mill Stream Run_58
2d465068fd6e12b1ff05ea119c0f78f6,2008-07-17 00:00:00.000000,0.813,8.2,,7.53,21.7,41.22142198,-81.70786669,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_65,Hinckley_65
abd905dc96211a5e1a2a5750d82f796d,2008-07-17 00:00:00.000000,0.893,7.2,,7.78,21.4,41.22125109,-81.71067351,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_63,Hinckley_63
22c8b7b9597b5f4a26d1288e37bc1b18,2008-07-17 00:00:00.000000,1.023,7.6,,7.98,20.9,41.22101168,-81.71026309,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_62,Hinckley_62
e9a97d60b75b76d3e1f6f2b9ace8d7df,2008-07-17 00:00:00.000000,0.616,8.3,,7.69,20.5,41.22102697,-81.71114464,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_61,Hinckley_61
5ab314b9e3c9ae68acd87390148b3938,2008-07-18 00:00:00.000000,0.882,4.1,,7.89,20.9,41.21982,-81.70831,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_67,Hinckley_67
1ef8fdac171a88c68236833956a2dab9,2008-07-18 00:00:00.000000,0.901,5.3,,8.01,20.3,41.22016088,-81.70842279,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_66,Hinckley_66
01bacd5c19a0b1e35d1e5484d1cdd95a,2008-07-21 00:00:00.000000,0.488,1.8,,7.06,21.5,41.22639,-81.71359,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_68,Hinckley_68
8f80c766b78f71ed38db5a5bd35bb968,2008-07-22 00:00:00.000000,1.245,6.8,,7.74,21.5,41.22705,-81.71315,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_73,Hinckley_73
53dc35e2782fa4a9e9197fedf3f9b337,2008-07-22 00:00:00.000000,0.94,4.9,,7.48,21.0,41.22694085,-81.71041739,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_72,Hinckley_72
e8bc175f87c4354bbcff064a0a904d2d,2008-07-22 00:00:00.000000,0.673,3.7,,7.54,20.5,41.22745378,-81.71022971,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_71,Hinckley_71
8283c5bf8b87dfad8cedb554163d13ff,2008-07-22 00:00:00.000000,1.391,8.1,,7.71,20.5,41.2276457,-81.7104556,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_70,Hinckley_70
19898955c1266abe42915b416b28c672,2008-07-24 00:00:00.000000,0.41,7.0,,7.29,18.6,41.20838786,-81.69165506,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_76,Hinckley_76
8b7b8eab30140cf5181dd6b44d9e509f,2008-07-24 00:00:00.000000,0.434,5.7,,7.56,18.7,41.2079,-81.69644,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_75,Hinckley_75
98c91ee28cc9efff3f5b65b6a4f8e6d4,2008-07-24 00:00:00.000000,0.358,6.5,,7.67,17.6,41.2086569,-81.69790195,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_74,Hinckley_74
9fd64eaa988986895495857dfe61ae9b,2008-07-25 00:00:00.000000,0.629,9.3,,7.63,21.4,41.20555951,-81.68889743,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_78,Hinckley_78
3df4b7774c8a967734393d300fe4c98c,2008-07-28 00:00:00.000000,0.644,8.5,,7.88,17.3,41.20704,-81.68386,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_80,Hinckley_80
4d9479e78915acc236b1fbad97d9abbd,2008-07-29 00:00:00.000000,0.537,5.7,,7.93,19.83,41.29758,-81.59197,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_61,Brecksville_61
9501f753b1f2218dbc3bc24a43e13a4a,2008-07-29 00:00:00.000000,0.731,7.4,,7.32,22.4,41.29713,-81.5914,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Brecksville_52,Brecksville_52
805980b1b5b391e002ffa5008e5ab169,2008-07-30 00:00:00.000000,0.812,2.7,,7.46,19.1,41.2056,-81.69448,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_82,Hinckley_82
b123b16c62f3f717c8ac0da23a617a01,2008-08-01 00:00:00.000000,1.578,,,7.35,21.0,41.20791476,-81.70280018,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_87,Hinckley_87
ab1fb4c2cdd59e8be55f65b17f3aaad0,2008-08-01 00:00:00.000000,1.111,,,7.47,21.7,41.2065443,-81.70320859,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_86,Hinckley_86
5cd477621793dbb2d49a56e6185822e5,2008-08-01 00:00:00.000000,1.586,7.3,,7.64,20.5,41.20884,-81.69385,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_83,Hinckley_83
ff6f5d8a776a511c0ed3443edec4d144,2008-08-04 00:00:00.000000,0.674,5.6,,7.36,20.4,41.20425,-81.70459,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_89,Hinckley_89
5cf31cde7644978c90a7e1dee4217815,2008-08-04 00:00:00.000000,0.975,8.5,,7.68,18.4,41.20313,-81.70181,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_88,Hinckley_88
1a2dc62f2bf2e78047d5ab8ac8bc94d7,2008-08-06 00:00:00.000000,0.621,8.0,,7.78,22.4,41.20957,-81.70323,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_95,Hinckley_95
4bca8f8ba84e5e027658d19a0e03d5fb,2008-08-06 00:00:00.000000,0.604,7.5,,7.66,22.3,41.20796,-81.70349,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_94,Hinckley_94
443f94ddcd23a92eabb95593f9f80176,2008-08-06 00:00:00.000000,0.653,3.6,,7.82,20.4,41.20906,-81.70405,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_91,Hinckley_91
9e7d9073bc6c36c47d2f8114466d45da,2008-08-07 00:00:00.000000,1.015,9.3,,8.02,20.5,41.2096,-81.70175,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_96,Hinckley_96
cd26031335df189b095c25caebd543de,2008-08-13 00:00:00.000000,0.315,8.6,,7.4,16.7,41.20514,-81.71407,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_100,Hinckley_100
0f080be59fc146dfc05e41afc8c06dfd,2008-08-13 00:00:00.000000,0.82,9.0,,7.3,14.0,41.20454,-81.71259,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_97,Hinckley_97
a7e51f54cb662924049281cfd6f12238,2008-08-14 00:00:00.000000,0.235,8.2,,7.52,17.5,41.2053,-81.71424,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_101,Hinckley_101
88ef193cd21883589e27c4f6849ad502,2008-08-15 00:00:00.000000,0.286,8.2,,7.45,18.0,41.20564,-81.71236,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_103,Hinckley_103
c2352f5ce6756264a436b4ee35a8c59a,2008-08-18 00:00:00.000000,0.46,2.2,,7.38,18.3,41.2069501,-81.71521452,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_108,Hinckley_108
21bb204a4c6c653769fc9882e7616343,2008-08-18 00:00:00.000000,0.22,2.4,,7.0,18.2,41.20729,-81.71533,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_107,Hinckley_107
2ee1b1bcbdc3fad7dae29d7ce8f58f83,2008-08-18 00:00:00.000000,0.346,1.1,,7.2,16.8,41.20740901,-81.71410961,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_106,Hinckley_106
9f4a6d3b910b152015cac352150bfba0,2008-08-19 00:00:00.000000,123.5,8.9,,7.2,15.3,41.20591,-81.71767,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_109,Hinckley_109
8283d88d597a50f7cad45732bb6df980,2008-08-19 00:00:00.000000,0.215,6.7,,7.39,17.3,41.20661,-81.71442,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_105,Hinckley_105
db51dae38d247618581daf6271106e12,2008-08-19 00:00:00.000000,0.249,3.4,,6.92,19.1,41.2066,-81.7137,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_104,Hinckley_104
6acc8d54864f5018e1fd64d31b5128c6,2008-08-20 00:00:00.000000,1.304,8.1,,7.29,18.5,41.21055198,-81.71144811,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_114,Hinckley_114
4ed1075f60d84ff2138a3fd5a51e5c0e,2008-08-21 00:00:00.000000,0.335,1.4,,7.04,18.9,41.21354114,-81.7087233,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_122,Hinckley_122
e55ea81538c82a5ed9e046a5d7ab3117,2008-08-21 00:00:00.000000,0.501,3.0,,7.44,15.3,41.21202905,-81.71099073,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_120,Hinckley_120
0531e99e27e15389b684c2fff8e178c7,2008-08-22 00:00:00.000000,1.268,5.2,,7.64,21.5,41.21316,-81.706,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_127,Hinckley_127
fe16e40086808e091302624a68a4ba5e,2008-08-22 00:00:00.000000,0.375,3.4,,7.47,19.6,41.21377154,-81.70815251,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_125,Hinckley_125
31e845fc9b0bed074d83a21baefed149,2008-08-29 00:00:00.000000,0.663,4.0,,7.29,18.5,41.21538685,-81.71372361,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_136,Hinckley_136
eb5527e377646af008081ea811369cf5,2008-09-02 00:00:00.000000,0.389,5.5,,7.56,19.1,41.21442266,-81.71623412,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_141,Hinckley_141
943f7fce0dd6a27305f48ffe8361dbc0,2008-09-03 00:00:00.000000,0.413,8.3,,7.73,20.5,41.21101,-81.71764,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_145,Hinckley_145
d9d8995511873e6272c5f8bca481fa9e,2008-09-03 00:00:00.000000,0.421,7.3,,7.88,18.0,41.20992,-81.7185,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_144,Hinckley_144
2730e74ad68558d0929dfc053915e689,2008-09-08 00:00:00.000000,1.117,6.3,,7.48,17.5,41.20855,-81.72203,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_150,Hinckley_150
2417b3c1281220558dd8d0b0cc201d13,2008-09-08 00:00:00.000000,0.613,2.2,,7.36,16.7,41.20833,-81.72185,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_149,Hinckley_149
28960ff15d1ba1550deeeafd1e38887e,2008-09-08 00:00:00.000000,0.917,2.9,,7.2,16.1,41.20762004,-81.72237566,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_148,Hinckley_148
072a38e8d30a176c6724fd625f7d2b0d,2008-09-11 00:00:00.000000,1.171,9.3,,7.23,16.6,41.2083738,-81.72366039,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_155,Hinckley_155
6ac568fb6a3e10c5d8ae0d617c389a31,2008-09-11 00:00:00.000000,,,,,15.0,41.2101001,-81.72631371,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_153,Hinckley_153
c4d3b3393f988933398829cb25103528,2008-09-11 00:00:00.000000,0.572,8.6,,7.17,14.3,41.21085983,-81.72558676,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_152,Hinckley_152
fa2a81ebf4571ee1d18eb58fea886107,2008-09-17 00:00:00.000000,0.589,10.0,,7.21,15.4,41.20924,-81.73025,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_158,Hinckley_158
a037da73cc543aad5451afe7f1ce2acc,2008-09-17 00:00:00.000000,0.431,8.1,,7.09,15.1,41.21057813,-81.73184641,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_157,Hinckley_157
480794c7d5ffa7940c1db279c4307b15,2008-09-17 00:00:00.000000,1.48,4.9,,7.07,15.8,41.21264367,-81.73438844,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_156,Hinckley_156
d80070e544ac31d759be4814cfd0a7b6,2008-09-18 00:00:00.000000,0.645,9.1,,7.18,16.3,41.20661,-81.72697,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_159,Hinckley_159
5124d65d511e550c6adfe044b1826c4d,2008-09-22 00:00:00.000000,0.733,2.6,,7.39,17.5,41.2050974,-81.72484719,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_162,Hinckley_162
b4956811e04f29833b39c4844b10f63f,2008-09-22 00:00:00.000000,0.791,11.4,,7.41,16.3,41.20553188,-81.72573489,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_161,Hinckley_161
59020926d400adeebdbfc2d54754b9ca,2008-09-22 00:00:00.000000,0.801,8.6,,7.08,16.1,41.20613508,-81.72725938,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_160,Hinckley_160
dbf3852df835a715c40cf6d23bce0b2f,2008-09-24 00:00:00.000000,0.78,10.4,,7.21,15.9,41.20806,-81.72866,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_164,Hinckley_164
330ce99c1460cccb9bef13b4d45c47a3,2008-09-24 00:00:00.000000,0.401,9.4,,7.2,17.2,41.20724357,-81.72824753,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_163,Hinckley_163
9acc4779cec361a60db070f2a0a3e5c2,2008-09-26 00:00:00.000000,0.53,13.0,,7.13,15.5,41.20952,-81.73017,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Hinckley_166,Hinckley_166
e8aa2db2a71d1e927f700636859426aa,2008-09-29 00:00:00.000000,1.91,,,7.0,17.1,41.31964,-81.81106,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Mill Stream Run_60,Mill Stream Run_60
f2680646238d040d61d48346104b7838,2008-09-29 00:00:00.000000,1.638,,,6.93,17.0,41.32115,-81.81279,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,Mill Stream Run_58,Mill Stream Run_58
4b7614a777030aee3aed38bc91bbb90e,2008-10-06 00:00:00.000000,1.086,,,7.43,12.7,41.55335,-81.42068,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,North Chagrin_1,North Chagrin_1
d659cf4d71c69f9d505f9c70945c5c6b,2008-11-04 00:00:00.000000,0.575,,,7.33,10.5,41.54964156,-81.42251554,1216,Water Reporter,Team,True,1216.0,Water Reporter,Team,1008,Cleveland Metroparks Monitoring Program,e2e81affeb3aa8ce,North Chagrin_2,North Chagrin_2
